meaning_ru,id,Bagvalal (Magomedova 2004),Bagvalal (Magomedova 2004) bor,"Botlikh (Saidova, Abusov 2012)","Botlikh (Saidova, Abusov 2012) bor",Godoberi (Saidova 2006),Godoberi (Saidova 2006) bor,"Karata-Tukita (Magomedova, Khalidova 2001)","Karata-Tukita (Magomedova, Khalidova 2001) bor",Botlikh (Alekseev 2006),Botlikh (Alekseev 2006) bor,"Akhvakh (Magomedova, Abdulayeva 2007)","Akhvakh (Magomedova, Abdulayeva 2007) bor",Andi (Salimov 2010),Andi (Salimov 2010) bor,"Tokita (Magomedova, Khalidova 2001)","Tokita (Magomedova, Khalidova 2001) bor",Chamalal (Magomedova 1999),Chamalal (Magomedova 1999) bor,Tindi (Magomedova 2003),Tindi (Magomedova 2003) bor,n_languages
успокоение обманом,1,ХЬУХЬА–ЧÍУЧIИДАР,native,,,,,,,,,,,,,,,,,,,1
успокоенность,1,,,,,,,,,,,чичилъе',native,,,,,,,,,1
успокоившись,1,,,,,ЧУ́ЧАᴴ,native,,,,,,,,,,,,,,,1
успокоить,1,,,,,,,,,,,,,,,,,,,РАКIВÁ-МАКIВА,native,1
успокоиться,3,,,,,,,,,,,,,САБУРДДУ,arab,,,,,,,1
"успокоиться, отдыхать",1,,,,,,,,,,,,,ГЬАЛХЬУННУ,native,,,,,,,1
уст. гяур,1,ГАВ́УР,arab,,,,,,,,,,,,,,,,,,,1
уст. жена хана,1,,,,,,,БИКА',turk,,,,,,,,,,,,,1
"уст. то же, что гIагаро",1,,,,,,,,,,,,,,,,,УНАЛI,native,,,1
уставание,1,,,,,,,,,,,,,,,,,,,ЖÈКЪВАР,native,1
уставать,2,,,,,,,,,,,та̄'лъу/рулъIа,native,,,,,,,,,1
усталость,2,,,,,,,,,,,таба̄'йе,native,,,,,,,,,1
усталый,1,,,,,,,,,сса́ко,native,,,,,,,,,,,1
устанавливать что-л. на устойчивую опору,1,,,,,,,,,,,,,,,,,,,ГЬВАН/Ā́ЙЛЪ’А,native,1
"устанавливать, выяснить",1,,,,,,,Б/И'ГЪА¯/ЛЪА,native,,,,,,,,,,,,,1
"устанавливать, налаживать",1,,,,,,,Б/И'ГЪА¯/ЛЪА,native,,,,,,,,,,,,,1
"устанавливаться, проясняться",1,,,,,,,,,,,,,,,,,,,РИТI/И́ЛЪ’А,native,1
установившийся,1,,,белIа́б,native,,,,,,,,,,,,,,,,,1
установить,1,,,,,,,,,ми́хай,native,,,,,,,,,,,1
установить межевой камень,1,,,,,,,ТЕЛ,native,,,,,,,,,,,,,1
установить стойки для винограда,1,,,,,,,,,гъирди́,native,,,,,,,,,,,1
установиться,2,,,,,,,,,,,,,,,,,ЙАЧIИЛА,native,,,1
установиться (о погоде),1,,,,,,,РИТ|/А'ЛЪА,native,,,,,,,,,,,,,1
установка чего-л.,1,,,,,,,,,,,,,,,,,,,ГЬВАНÁЛАР,native,1
уста­­новление,1,,,,,,,,,,,,,,,,,,,Ч̅ÉЙАЛАР,native,1
установление плохой погоды,1,,,,,,,,,гьирайр,native,,,,,,,,,,,1
устапать,1,,,,,,,,,,,ту'хлъило̄/рулъIа,native,,,,,,,,,1
устар,1,,,,,,,,,,,,,БАГЪИДУ,native,,,,,,,1
устоявшийся,1,,,бе́ччаб//бе́ччи,native,,,,,,,,,,,,,,,,,1
устояться,1,,,бечч/и́,native,,,,,,,,,,,,,,,,,1
устраивание на ночлег,1,,,,,,,,,,,,,,,,,,,БУ́ГЪИЙАР,native,1
устраиват на ночлег,1,,,,,,,РУШТ|А¯ᴴ/ЛЪА,native,,,,,,,,,,,,,1
устраивать,2,РÉШТИДА/ЙЛА,native,,,,,,,,,,,,,,,,,,,1
устраивать застолье,1,,,,,,,,,,,уᴴке'цĪару/рулъIа,native,,,,,,,,,1
устраивать кого-либо,1,,,,,,,,,,,,,,,,,РЕЩДА̅ЛА,native,,,1
устраивать складчину,1,,,,,,,,,,,,,,,,,,,РАКЪ/ÁКЪИЛЪ’А¹,native,1
устраивать со всеми удобствами,1,,,,,,,,,,,сабаракъо̄/рулъIа,native,,,,,,,,,1
"устраивать так, чтобы вышло",1,,,,,,,,,,,б/ухьо̄'/рулъIа,native,,,,,,,,,1
устраиваться,2,ХIÁЛХЬИДИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
устраиваться (удобнее),1,,,,,,,,,,,гьвари'къалъило̄/рулъIа,native,,,,,,,,,1
устраиваться поудобнее,1,,,,,,,ПА'РАКЪАЛЪ/АЛЪА,native,,,,,,,,,,,,,1
устраиваться; располагаться,1,,,,,,,,,,,,,,,,,,,ПАРÁКЪАЛЪ/ИЛЪ’А,native,1
устроить так,1,,,,,,,,,,,,,,,,,,,Б/УХЬ/Ā́ЙЛЪ’А,native,1
устройство,2,,,,,,,,,,,б/у'хьайе,native,,,,,,,,,1
устройство,4,ХIÁЛХЬИДАЛАР,native,,,,,,,,,,,,,,,,,,,1
устройство,3,,,,,,,,,,,,,,,,,,,ПАРÁКЪАГЬАР,native,1
устройство (в гостях),2,Б/́ИГЪИГЪАР,native,,,,,,,,,,,,,,,,,,,1
устройство на ночлег,2,,,,,,,,,,,,,,,,,,,РÉШТИЙАР,native,1
уступить,1,,,,,,,,,б=ешти́,native,,,,,,,,,,,1
устыдить,1,,,,,,,,,,,шулагъо̄'/рулъIа,native,,,,,,,,,1
устыдить незаслуженно,1,СУЛÁЛГЬА/ЙЛА,native,,,,,,,,,,,,,,,,,,,1
усыпление,2,,,,,,,,,,,кьиᴴгьо̄'хьайе,native,,,,,,,,,1
усыплять,5,,,,,,,,,,,ха'лихьо̄рулъIа,native,,,,,,,,,1
усыплять бдительность,1,САГЬВ́ИЛДЖ̄И/ЛА/САГЬ́ИРДЖ̄ИЛА,arab,,,,,,,,,,,,,,,,,,,1
утаивание,2,БÉКЪВАН,native,,,,,,,,,,,,,,,,,,,1
утаить,2,,,къич/а́й,native,,,,,,,,,,,,,,,,,1
утварь,2,,,,,,,,,,,гьвата'къали,native,,,,,,,,,1
утвердить; ратифицировать,1,,,,,,,ТАСТИ'КЪ,arab,,,,,,,,,,,,,1
утепление,1,́ЭЩЕЩАР,native,,,,,,,,,,,,,,,,,,,1
утеря,2,Б/ИТИТÁНАР,native,,,,,,,,,,,,,,,,,,,1
утес,2,,,,,,,,,,,кье'до,native,,,,,,,,,1
утечь,1,,,,,,,,,ма́ъи,native,,,,,,,,,,,1
утешение,1,,,,,,,,,маслагIалъир,arab,,,,,,,,,,,1
утиль,1,,,,,,,,,чи́нкул-къа́й,native,,,,,,,,,,,1
утихание,2,,,,,,,,,,,чичилъе',native,,,,,,,,,1
утихнуть,1,,,,,,,,,б=ешти́,native,,,,,,,,,,,1
утихомириться,1,ХIАЩIĀР/Б/ÉЩДИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
уток,2,БÉРКЪА,native,,,,,,,,,,,,,,,,,,,1
уток (одна из деталей ткацкого станка),1,,,,,,,,,,,,,,,,,,,БÉКЪАН,native,1
утолить,1,,,,,,,,,б=иша́й,native,,,,,,,,,,,1
утолиться,1,,,,,,,,,биши́,native,,,,,,,,,,,1
утолщать,4,,,,,,,,,,,,,,,,,КЬАНВГЬУЛА,native,,,1
утолщать,2,,,,,,,,,,,,,,,,,,,КЬАНИГЬ/И́ЛЪ’А,native,1
утомительный,1,,,,,,,,,ссаквайха́б,native,,,,,,,,,,,1
утомление,2,,,,,,,,,,,чIуᴴ'тилайе,native,,,,,,,,,1
утомлять,2,,,,,,,,,,,чIуᴴ'тилотIо̄/рулъIа,native,,,,,,,,,1
утомляться,2,,,,,,,,,,,,,,,,,ЗЕКЪУ̅́ЛА,native,,,1
утонуть,1,,,,,,,ГЪАᴴКЪ/А'ЛЪА,native,,,,,,,,,,,,,1
утончаться,2,,,,,,,,,,,,,,,,,БЕЛА́ЛЪИ̅ЛА,native,,,1
"утонченно, изысканно, тонко",1,,,,,,,У'ЗДАНА¯,native,,,,,,,,,,,,,1
утонченность,1,УЗДÁНЛГЬАР,native,,,,,,,,,,,,,,,,,,,1
утончиться,1,,,,,,,,,,,,,БЕЛОРАЛДДУ,native,,,,,,,1
утоньшать,1,,,беэр/а́й,native,,,,,,,,,,,,,,,,,1
утоньшение,1,,,беэ́рир,native,,,,,,,,,,,,,,,,,1
утопать в цветах,1,,,,,,,,,,,,,,,,,,,Г’ИГ’ИНÁБАГЬ/ИЛЪ’А,native,1
утопление,1,ГЪÁᴴКЪИДАЛАР,native,,,,,,,,,,,,,,,,,,,1
уточная палка,2,,,,,,,,,,,,,,,,,ЧIАᴴТIА,native,,,1
уточная пряжа,1,ГЬИН,native,,,,,,,,,,,,,,,,,,,1
уточнение,1,,,,,,,,,,,,,,,,,,,МУХIК’АᴴГЬАР,arab,1
уточнить,1,,,,,,,,,,,,,ЧӀОЛУЛЛАМИХХИЙДУ,native,,,,,,,1
"уточнять, конкретизировать",1,,,,,,,МУХ|КА'НА¯/ЛЪА,native,,,,,,,,,,,,,1
"уточняться, сделаться правильным",1,,,,,,,,,,,,,ДУРУСИЛДДУ,pers,,,,,,,1
утрата,1,,,,,,,,,зара́л,arab,,,,,,,,,,,1
утрата интереса к жизни,1,,,,,,,,,,,,,,,,,,,РАКIВÁТИЛЪАР,native,1
утратить интерес к жизни,1,,,,,,,,,,,,,,,,,,,РАКIВÁТИЛЪ/ИЛЪ’А,native,1
утреннее приветствие,1,,,,,,,,,,,,,,,,,,,ГЬÉЦ̄/ИЛЪ’А¹,native,1
утренний,2,,,хакьу́ссуссуб//ахакьу́ссуссуб,native,,,,,,,,,,,,,,,,,1
"утробный, внутриутробный",1,,,,,,,ЭСЕБАЛ|ИС¯,native,,,,,,,,,,,,,1
утроить,1,,,,,,,,,гьабу́ди микъи́ди цIцикка́й,native,,,,,,,,,,,1
утяжелить,1,,,,,,,,,гьакIуба́й,native,,,,,,,,,,,1
ух,2,,,,,,,ЙИ,native,,,,,,,,,,,,,1
"ух, досада, стон",1,,,,,,,,,,,,,УГЬ,native,,,,,,,1
ухаживание,2,,,,,,,,,,,хъIедоъе'хъе,native,,,,,,,,,1
ухаживать,1,,,,,,,,,,,хъIедо/б/олIу'рулъIа,native,,,,,,,,,1
ухаживать,2,,,,,,,,,,,,,,,,,БА́ЦIИ̅НА,native,,,1
"ухаживать, заигрывать",1,,,,,,,,,,,,,РУКЬИДЖИДУ,native,,,,,,,1
ухватиться,1,,,,,,,,,,,кIабо̄'/рулъIа,native,,,,,,,,,1
ухлопать,1,,,,,,,,,,,чIа'къо̄/рулъIа,native,,,,,,,,,1
ухмылка,1,Ж́ИКЪИДАР,native,,,,,,,,,,,,,,,,,,,1
ухмыляться,1,Ж́ИКЪИДИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
уход за ребенком,1,́ИГЬВАЛАР,native,,,,,,,,,,,,,,,,,,,1
уходить,1,,,маᴴи́//маи,native,,,,,,,,,,,,,,,,,1
уходить в прочь,1,,,,,,,,,,,,,ЙАРУННУ,native,,,,,,,1
ухоженный,1,,,,,,,,,,,къе'ла̄да/б/е,native,,,,,,,,,1
ухудшение,2,ЧИЧ́УБДЖĒР,native,,,,,,,,,,,,,,,,,,,1
ухудшение зрения,1,,,,,,,,,,,кваᴴ'къелъе,native,,,,,,,,,1
ухудшиться,1,,,,,,,,,,,,,ТӀУЛУЛДДУ,native,,,,,,,1
участие,2,,,,,,,,,гIахьа́ллъи,native,,,,,,,,,,,1
участие,1,,,гIахьа́лир,native,,,,,,,,,,,,,,,,,1
участие,3,,,,,ГIАХЬЯ́Л,native,,,,,,,,,,,,,,,1
участить,1,,,,,,,,,кьаниха́й,native,,,,,,,,,,,1
участиться,1,,,,,,,,,кьанихи́,native,,,,,,,,,,,1
участок,1,ПАЛÁН,rus,,,,,,,,,,,,,,,,,,,1
участок,2,,,,,,,,,уча́ска,rus,,,,,,,,,,,1
участок поля между двумя бороздами,1,,,ми́хъ/и,native,,,,,,,,,,,,,,,,,1
участок сада,1,,,,,,,,,ми́рки,native,,,,,,,,,,,1
участь,1,,,,,КЪАДÁР,arab,,,,,,,,,,,,,,,1
учащ. от чIчIирда́б; миарс. чIчIи́нчIчIитIаб,1,,,чIчIирчIчIида́б,native,,,,,,,,,,,,,,,,,1
учащение (визитов),1,ГЪАРЗÁЛГЬАР,native,,,,,,,,,,,,,,,,,,,1
учащение визитов,1,ХIÁЛГЬИДАР,native,,,,,,,,,,,,,,,,,,,1
учащенное сердцебиение,1,,,,,,,,,,,,,,,,,,,Б/У́ГЪАР¹,native,1
"учащийся, учащаяся",1,,,,,,,Ц¯|АЛДО'ХЪАН,native,,,,,,,,,,,,,1
учёба,1,,,,,,,,,ваъа́р,native,,,,,,,,,,,1
учебный,1,,,,,,,,,раъа́рлъи,native,,,,,,,,,,,1
ученая,1,,,,,,,,,,,гIалима̄'кĪа,arab,,,,,,,,,1
ученик медресе,2,БЕТÉГIИН,?,,,,,,,,,,,,,,,,,,,1
ученик медресе,1,,,,,,,,,,,,,,,,,,,МУТĀ́Л,arab,1
ученый,3,,,гIали́м,arab,,,,,,,,,,,,,,,,,1
учет,1,,,,,,,,,,,хIи'сасуъа,arab,,,,,,,,,1
учёт,1,,,,,,,,,учот,rus,,,,,,,,,,,1
учет возможностей,1,,,,,,,,,,,хIи'сасуъа,arab,,,,,,,,,1
учетчик,1,,,,,,,,,учоччик,rus,,,,,,,,,,,1
учительство,2,,,,,УЧИ́ТИЛЛЪИ,rus,,,,,,,,,,,,,,,1
учить что-л.,2,,,,,,,,,,,,,,,,,ИЪА̅ЛА,native,,,1
учить что-либо,1,,,,,,,Б/И'ЪА¯/ЛЪА,native,,,,,,,,,,,,,1
"учить, научить, инструктировать",1,,,,,,,,,,,,,МОЛЪЛЪИЙДУ,native,,,,,,,1
"учить, обучать",2,,,,,,,Ц¯|АЛА¯'/ЛЪА,native,,,,,,,,,,,,,1
учить; приучать,1,,,,,,,РУГЬУНА¯'/ЛЪА,native,,,,,,,,,,,,,1
учиться делать,2,,,,,,,,,,,регьеᴴлъу'/нулъIа,native,,,,,,,,,1
учиться делать,1,,,,,,,РУГЬУ'ᴴЛЪ/АЛЪА,native,,,,,,,,,,,,,1
учиться делать что-л.,1,РУГЬ́УНЛГЬИ/ЛА,native,,,,,,,,,,,,,,,,,,,1
учиться делать что-либо,2,,,,,,,,,,,,,,,,,РУГЬУᴴЛЪУЛА,native,,,1
учиться; заниматься,1,,,,,,,Ц¯|А'Л/А¯ЛЪА,native,,,,,,,,,,,,,1
учреждение,2,,,,,,,,,учрежде́ни,rus,,,,,,,,,,,1
учтивый,1,ХЪАТ́ИРИДА/В,?,,,,,,,,,,,,,,,,,,,1
ушедший,1,,,маъа́б,native,,,,,,,,,,,,,,,,,1
ушиб,1,,,,,,,,,жи́нкьидам му́са,native,,,,,,,,,,,1
ушибить,1,,,,,,,,,жинкьида́й,native,,,,,,,,,,,1
ушко иголки,1,,,,,,,,,рекIкIи,native,,,,,,,,,,,1
ушко игольное,1,,,,,,,,,,,,,,,,,А́ᴴЛ̅Ъ̅А,native,,,1
ушлый,1,,,,,,,,,,,кьIоᴴ̄'мадабе,native,,,,,,,,,1
ушная сера,1,,,,,,,,,,,,,,,,,,,МИ́Ц̄И²,native,1
"ущелье, овраг",1,,,,,,,РЕ'К¯|ИН,native,,,,,,,,,,,,,1
ущемить,1,,,,,,,,,цIцIимда́й,native,,,,,,,,,,,1
ущерб,1,,,,,,,,,,,зиᴴ'йа,native,,,,,,,,,1
уязвимый,1,,,,,,,,,,,ракIвакъва'рада/б/е,native,,,,,,,,,1
факел,2,,,,,,,,,квай,native,,,,,,,,,,,1
факел,1,,,,,,,,,,,,,,,,,,,ЦIАX̅У́МА,native,1
фальшивый,1,,,,,,,,,,,гьере'с̄ида/б/е,native,,,,,,,,,1
фанера,2,,,,,,,,,,,пане̄'ра,rus,,,,,,,,,1
фантазировать,1,,,пу́да/лъи,native,,,,,,,,,,,,,,,,,1
"фарфор, эмаль",1,,,,,,,,,,,,,ЧИНИ,pers,,,,,,,1
фарфоровый,1,,,,,,,,,,,цĪа'дакIилIи,native,,,,,,,,,1
фасон,2,,,,,,,,,,,,,,,,,ПОРМУ,rus,,,1
фашизм,1,,,,,,,,,паши́зм,rus,,,,,,,,,,,1
фашист,1,,,,,,,,,паши́ст,rus,,,,,,,,,,,1
фашистский убийца,1,,,,,,,,,паши́сталу би́дулав,rus,,,,,,,,,,,1
"фаэтон, коляска",1,,,,,,,,,,,,,ПАЙТӀУН,rus,,,,,,,1
фаянсовый,1,,,,,,,,,,,,,,,,,,,КЬÉЛIА,native,1
февраль,2,,,,,ПЕВРÁЛПУРЦЦУ,rus,,,,,,,,,,,,,,,1
федеративный,1,,,,,,,,,педеративный,rus,,,,,,,,,,,1
федерация,1,,,,,,,,,педера́ци,rus,,,,,,,,,,,1
ферзь,1,,,,,,,,,перз,rus,,,,,,,,,,,1
ферма для овец,1,,,,,,,,,рехулъи бекьи,native,,,,,,,,,,,1
ферула жестковатая,1,,,,,,,,,,,,,,,,,БАША́ША,native,,,1
феруля жестковатая,1,,,,,,,,,,,,,,,,,,,БАШÁША,native,1
феруля жестковая,1,БАШÁША,native,,,,,,,,,,,,,,,,,,,1
феска,1,,,,,,,,,,,,,ПЕСИ,turk,,,,,,,1
фестиваль,1,,,,,,,,,пестива́л,rus,,,,,,,,,,,1
физиол. помочиться,1,,,,,,,,,б=еччику́й,native,,,,,,,,,,,1
физиономия,2,,,,,,,,,,,щомо'щи,native,,,,,,,,,1
"физиономия; морда, рыло",1,,,,,,,Х¯АМАХ¯У'Л,native,,,,,,,,,,,,,1
фикус,1,,,,,,,,,пи́кус,rus,,,,,,,,,,,1
филармония,1,,,,,,,,,пилармо́ни,rus,,,,,,,,,,,1
филин,1,,,,,,,,,,,,,,,,,,,БУ́ГЬУ,native,1
"филин, сова",1,,,,,,,БУГЬУ',native,,,,,,,,,,,,,1
философ,1,,,,,,,,,пило́соп,rus,,,,,,,,,,,1
философия,1,,,,,,,,,пилосо́пи,rus,,,,,,,,,,,1
фильм,1,,,,,,,,,кино́,rus,,,,,,,,,,,1
фильтрование,1,,,,,,,,,,,му'цĪайе,native,,,,,,,,,1
фильтровка,1,,,,,,,,,,,,,,,,,,,Б/У̀Ц̄АР,native,1
финка,2,,,,,,,,,,,пи'ка,rus,,,,,,,,,1
финка,3,,,пи́нка,rus,,,,,,,,,,,,,,,,,1
финка (нож),1,П́ИНКА,rus,,,,,,,,,,,,,,,,,,,1
фины,1,,,,,,,,,,,,,,,,,,,ПИ́НАВУ,rus,1
фитиль,2,,,чал/у́,native,,,,,,,,,,,,,,,,,1
фитиль (в осветительных приборах),1,,,,,,,,,,,,,,,,,,,БÁКЬИ,native,1
"фитиль, лампа, плита",1,,,,,,,,,,,,,ПИЛТА,native,,,,,,,1
флакон,1,,,,,,,,,,,шиша',turk,,,,,,,,,1
флиртовать,1,,,чалухъ/и́,native,,,,,,,,,,,,,,,,,1
фляга,1,,,,,,,,,,,къвачIа',native,,,,,,,,,1
"фокус, волшебство",1,,,,,,,,,,,,,,,,,,,С̅И́ХIУРУ,arab,1
фонтан,1,,,,,,,,,панта́н,rus,,,,,,,,,,,1
форма,2,,,,,,,,,,,,,,,,,КУЦ,native,,,1
форма чего-л.,1,,,по́рм/а,rus,,,,,,,,,,,,,,,,,1
"форма, образец",1,,,,,,,,,,,,,КУСИ,native,,,,,,,1
"форма, образец; выкройка; колодка",1,,,,,,,КУСЕ',native,,,,,,,,,,,,,1
"форма, слепок, колодка",1,,,,,,,КЕП¹,native,,,,,,,,,,,,,1
формалин,1,,,,,,,,,пармали́н,rus,,,,,,,,,,,1
формат,1,РАС́УМА,native,,,,,,,,,,,,,,,,,,,1
форс,1,,,,,,,,,,,,,ЧӀИКӀИ,native,,,,,,,1
"форсить, важничать",1,,,,,,,,,,,,,ЧӀИКӀУННУ,native,,,,,,,1
"форсить, важничать, выставить ноги",1,,,,,,,,,,,,,ЧӀИКӀЕШДУ,native,,,,,,,1
"форсун, шалопай",1,,,,,,,,,,,,,ЧӀИКӀЕРУ,native,,,,,,,1
фотограф,1,,,,,,,,,пото́грап,rus,,,,,,,,,,,1
фотографирование,1,,,ссуратбухаталъир,arab,,,,,,,,,,,,,,,,,1
фотографировать,1,,,бухата/лъи́,native,,,,,,,,,,,,,,,,,1
французский,1,ПАРÁНКI,native,,,,,,,,,,,,,,,,,,,1
"фрукты в роде фиников, сорт сладкой кураги",1,,,,,,,,,,,,,ГЪАЙССИ,native,,,,,,,1
"фрукты, похожие на финики",1,,,,,,,,,,,,,КЪГОНИБОЛ,native,,,,,,,1
фу,3,,,,,ПУЙ,native,,,,,,,,,,,,,,,1
фуганок,1,,,,,,,,,,,,,ЛАБССУРГУ,native,,,,,,,1
функционирование,2,,,,,,,,,,,хьваде̄'лайе,native,,,,,,,,,1
функционировать,1,,,,,,,,,,,хьваде̄'ло̄/рулъIа,native,,,,,,,,,1
функционирующий,1,,,,,,,,,,,хьваде̄'ле̄да/б/е,native,,,,,,,,,1
фураж,2,́ЭЛАЦIАР,native,,,,,,,,,,,,,,,,,,,1
"футляр, кобура",1,,,,,,,КЕЛЪА'Л,native,,,,,,,,,,,,,1
фыркание,1,,,пу́нхъи,native,,,,,,,,,,,,,,,,,1
ха-ха-ха (воспроизведение громкого смеха),1,,,,,,,К|АРК|А'РИ,native,,,,,,,,,,,,,1
хабалб,1,,,,,,,,,,,,,,,,,ХЪАБАЛА,native,,,1
хаге {одна из четырех частей вьючного седла),1,,,,,,,ГЬА'ГЕ,native,,,,,,,,,,,,,1
хаджи (паломничество в Мекку),1,,,,,,,,,,,,,ГЬЕДЖИ,arab,,,,,,,1
хакикат,1,,,,,,,,,,,,,,,,,,,ХIАКЪИ́КЪАТА,arab,1
Хаким (имя мужское),1,,,,,,,,,,,,,,,,,ХIАКИ́М,arab,,,1
халат,2,,,халгIа́т,arab,,,,,,,,,,,,,,,,,1
халатно,2,,,,,ТIÁССА-МАКЪАНГО,arab,,,,,,,,,,,,,,,1
"халатно, недобросовестно",1,,,,,,,ТАСАМА'Х|,native,,,,,,,,,,,,,1
халатность,3,,,,,,,,,,,,,,,,,,,ТАС̅АМÁХIИЛЪО,arab,1
"халва (кашицеобразная масса из толокна, масла и сахара)",1,,,,,,,,,,,,,,,,,,,БАХЪУ́ХЪА,native,1
"халва (рассыпчатая масса из муки, масла и сахара)",1,,,,,,,,,,,,,,,,,,,БАХЪУ́ХЪА,native,1
халиф,1,ХАЛ́ИП,arab,,,,,,,,,,,,,,,,,,,1
халифат,1,,,,,,,,,хали́пат,arab,,,,,,,,,,,1
халтурить,1,,,,,,,,,таса́махIго игьи́,native,,,,,,,,,,,1
халтурный,1,,,,,,,,,таса́махIа=б,native,,,,,,,,,,,1
халупа,1,,,,,,,,,,,,,,,,,ХЪУМУР,native,,,1
хамство,1,,,,,,,,,,,хъахIвалъилайе',native,,,,,,,,,1
хан,2,,,,,,,,,,,хаᴴ,turk,,,,,,,,,1
ханжа,1,,,,,,,,,,,,,ЛАЙЛАША,native,,,,,,,1
ханха,1,,,,,,,Х¯А'ᴴХ¯А²,native,,,,,,,,,,,,,1
хап-хап (звукоподражание быстрому и жадному принятию пищи),1,ГЬАМ–ГЬÁМ,native,,,,,,,,,,,,,,,,,,,1
Хапиз,1,ХIАП́ИЗ,native,,,,,,,,,,,,,,,,,,,1
хапуга,3,,,,,,,,,,,гIаᴴ'къира,arab,,,,,,,,,1
характер,4,,,хаси́йат,arab,,,,,,,,,,,,,,,,,1
характер,6,,,,,ХIАЛ,arab,,,,,,,,,,,,,,,1
"характер, натура",1,,,,,,,Г|АМА'Л-Т|АБИГ|АТ,arab,,,,,,,,,,,,,1
"характер; привычка, повадки; нрав",1,,,,,,,Г|АМА'Л ¹,native,,,,,,,,,,,,,1
"характер; свойство; черта, нрав",1,,,,,,,ХА'СЙАТ,arab,,,,,,,,,,,,,1
харам,1,,,,,ХIАРÁМЛЪИ,arab,,,,,,,,,,,,,,,1
харамный,1,,,,,ХIАРÁМА/Б,arab,,,,,,,,,,,,,,,1
харканье,1,Т́УДАР,native,,,,,,,,,,,,,,,,,,,1
харканье,3,,,,,,,,,,,,,,,,,,,ТОТÁР,native,1
харкать,2,,,,,,,,,,,,,,,,,ТУЛА,native,,,1
"харкать, отхаркивать",1,,,,,,,,,,,,,,,,,,,ТВḔЛЪ’А,native,1
хасан дала,1,,,,,,,Х|А'САᴴДАЛА,native,,,,,,,,,,,,,1
хахиканье,1,,,,,,,ТИХ|ИНЕ'Р,native,,,,,,,,,,,,,1
хац-хац,1,,,,,,,Ч|А'К|И-Ч|ИК|И,native,,,,,,,,,,,,,1
хвала,2,,,,,,,,,,,ре'ц̄и,native,,,,,,,,,1
хвала,3,,,ре́ццатир,native,,,,,,,,,,,,,,,,,1
хвалебный,1,,,,,,,,,ве́ццатирлъи,native,,,,,,,,,,,1
хваление,1,,,,,,,БЕ'Ц¯Е¯Р,native,,,,,,,,,,,,,1
хваленный,2,БАСАН́ИДА/Б,native,,,,,,,,,,,,,,,,,,,1
"хваленый, известный, популярный",1,,,,,,,Б/ЕЦ¯ЕДО'/Б,native,,,,,,,,,,,,,1
"хвалить, расхваливать",1,,,,,,,Б/ЕЦ¯/А¯'ЛЪА,native,,,,,,,,,,,,,1
хвалиться,1,,,,,,,,,ве́ццатуталъи,native,,,,,,,,,,,1
хвастливый,1,,,,,,,,,бахила́йх=о,arab,,,,,,,,,,,1
хвастун,1,,,,,В/ÓЦЦИДАТАБУ,native,,,,,,,,,,,,,,,1
хвастун,2,,,,,,,РЕЦ¯ИХЪА'Н,native,,,,,,,,,,,,,1
хватание,1,ХЪÁМИДАР,native,,,,,,,,,,,,,,,,,,,1
хватать,2,,,,,,,,,,,хъо̄'нулъIа,native,,,,,,,,,1
хватать,3,,,,,,,,,мугъи́,native,,,,,,,,,,,1
хватать многократно,2,,,,,,,,,,,,,КЪГАБЦӀЕШДУ,native,,,,,,,1
хватать чего-л.,1,,,,,Б/ОИ́ᴴ,native,,,,,,,,,,,,,,,1
хватать чего-л. кому-л.,1,,,,,,,,,,,,,,,,,,,Б/У́Ъ/ИᴴЛЪ’А,native,1
"хватать, расхатывать",1,,,,,,,БАХЪАᴴХЪА¯'/ЛЪА¯,native,,,,,,,,,,,,,1
"хватать, расхватать",1,,,,,,,,,,,,,ДАРАДАШДУ,native,,,,,,,1
"хватать, схватывать",1,,,,,,,,,,,,,ХАПЕШДУ,native,,,,,,,1
